"id","comment_text","NOT","HOF"
hasoc_english_302786,"#Hypocrisy # #ACA #Immigration#Liberals recently reminded us that #Obamacare is STILL the law of the land,... https://t.co/i2WnFT6Q1y",1,0
hasoc_english_302787,"Why don’t they stay if there refugees they should go home once they feel that it’s safe https://t.co/2Xc68OEp7m",1,0
hasoc_english_302788,"Canara Bank Revises FD Interest Rates; What SBI, HDFC Bank, ICICI Bank Pay https://t.co/QtDYAmapdx via @ndtv",1,0
hasoc_english_302789,"@DavidKennaway @stephenpollard @MatthewdAncona He said Israel could be described as a racist state, much like any other state (including Britain over Windrush, or May's "migrants go home") could be. There are no special cases of racism. The Palestinians w",0,1
hasoc_english_302790,"Eu promises and dont pay. After 2011 France+GB destroyed LIBYA completly, its a failed state now. Why Libya should keep refugees back, if EU not restored all damage from this bombings, specially France and GB has to pay. https://t.co/6V17ZyXwdM",1,0
hasoc_english_302791,"If @HouseAppropsGOP doesn't hear us now, they will in November! Stop the open borders madness and #SendThemBack https://t.co/OzlZG1aktV",0,1
hasoc_english_302792,"Barbara Harrell-Bond obituary https://t.co/QbIq6gn7K4 via @guardian #WithRefugees @refugeestudies @Refugees @RCKDirector @nyamoriv @tyrusmaina",1,0
hasoc_english_302793,"BUILD THAT WALL@realDonaldTrump #BuildThatWall #BuildThatWall",0,1
hasoc_english_302794,"Absurdity! The Swedes overwhelmingly voted for Democracy, Freedom, Human Rights, and the Nectar of Rapefugee welfare! I'm so moved I'm willing to fund 10 of the local Roachingfugees to fuck off there & never return. I hope the Swedish Gormint funds me in this grand undertaking.",0,1
hasoc_english_302795,"Check your balls at the door. Stephen Colbert weighs in on the weird #Trump #CabinetMeeting. Even @Secy_State_US? https://t.co/uuwcnjEO3G",1,0
hasoc_english_302796,"@ramzpaul It Is Logical, Not Evil,To Be Anti-Immigranthttps://t.co/XEvVeonxIo",0,1
hasoc_english_302797,"@JustinTrudeau @RalphGoodale @CitImmCanada Oh sure thing Ralph. Can you tell us exactly how many of the "refugees" (code for country shoppers) have been deported? @MichelleRempel  https://t.co/ARdIamKGBZ",0,1
hasoc_english_302798,"@realDonaldTrump Please insist on wall funding now! Please do not let the speaker of the house and senate leader talk you into waiting to after the election for the funding. after the election you will be dealing with a lame duck congress.#BuildTheWall #B",0,1
hasoc_english_302799,"//'We will send back the illegal immigrants to Bangladesh. Tough days are ahead, we will not tolerate any illegal immigrants in Bengal.'With these statements, West Bengal... https://t.co/bphdib4fKF",0,1
hasoc_english_302800,"Home should never break you in two so wherever you go you are never whole; half of you remains where you left it, and the other half is rejected where you arrive- @JJ_Bola #TEDxExeter 2018 #Refugees #Poetry #SpokenWord https://t.co/lwxq5I2ePT https://t.co/ND0oy98WwF",1,0
hasoc_english_302801,"The Daily Mail is not always a reliable news source but I can see no reason to dispute this report.  Perhaps one of the 'Refugees Welcome,' lobby might care to comment. What about you,  Hope not Hate , any thoughts ? https://t.co/Cuen7m3nXQ",1,0
hasoc_english_302802,"More than 14,000 stopped as migrant crossings into #Europe skyrocket https://t.co/nlcQoIL9UG",1,0
hasoc_english_302803,"Beth Blostein's work Ebenezer United Methodist Church is a religious and community campus for an immigrant congregation, primarily from Western Africa, who want worship and other spaces that match the dynamics of their culture. #KnowltonFacultyFeature https://t.co/Jyxrv43lll",1,0
hasoc_english_302804,"Immigrant Defense Project https://t.co/5WtjTRdf5M #HereToStay",1,0
hasoc_english_302805,"So the Trump administration has put forth a 70 item plan to address legal and illegal immigration. Sounds... https://t.co/D62Pilfrpu",1,0
hasoc_english_302806,"@TheEconomist The wall must be very high to stop illegal  immigration",0,1
hasoc_english_302807,"@edinaszalaii @Veronic15208532 @MattQuigley @georgesoros If you think financing breaking down borders &amp; flooding the world with economic migrants is going to help wages may I suggest you are seriously deluded.",1,0
hasoc_english_302808,"Thank you AM640 and Byron Tyler for hosting us last week. We love letting the Mid-South know about the Memphis Cup of Nations and World Relief Memphis work to empower the local church to serve vulnerable refugees and immigrants. https://t.co/CETijpIRnt",1,0
hasoc_english_302809,"Syrian refugees — the need for an image reboot https://t.co/waeOxVzNei https://t.co/wgDBjpWQjS",1,0
hasoc_english_302810,"Pretty sure the money saved from the damage illegals do will more then compensate our budget.. #BuildThatWall",0,1
hasoc_english_302811,"We need to watch our southern border not only for "traditional" illegal immigrants, but for the growing threat of... https://t.co/UAgfVluuB4",0,1
hasoc_english_302812,"@MarkACollett Wouldn't it be awful if it suffered the same fate as that other piece of publicly funded globalist "art", a "remembrance wall" for rapefugee invaders in Liverpool.",0,1
hasoc_english_302813,"@AZjbc @SarahPalinUSA @PressSec @POTUS @DonaldJTrumpJr @TheFive Looks like it could be Hussein's cousin handling the $$$.#BuyFromInAndOut #InternetBillOfRights #DarkLeft #WalkAway #ReinstateRobynGritz #JimJordan4Speaker #2A #DefundPP #ChainDeportation #Bu",0,1
hasoc_english_302814,"#ICE imprisoning #immigrant children was a business plan, to make #GEOGroup income. GEO group is a For Profit Prison system company that is a publically held company. It lists under $GEO  Is that legal?  cc @Crewcrew @Maddow @ProPublica @Frontline @MSNBC   https://t.co/qrUxkY3WHz",1,0
hasoc_english_302815,"Test your knowledge of the refugee crisis with this quiz from @MoodyPublishers. âž https://t.co/wmPTiiTBWzYou can also get 60% off Seeking Refuge: On the Shores of the Refugee Crisis through the end of the month. âž https://t.co/z9RdA170xn https://t.co/bUbuMk8Ke7",1,0
hasoc_english_302816,"Spanish rescuers pluck over 750 migrants safely from boats https://t.co/lpqvsqlWAs",1,0
hasoc_english_302817,"EU LEADERS are upset with Italy for closing its doors to the "cultural enrichment" that Muslim migrants bring https://t.co/ndd17dxKOC via @barenakedislam Enrichment update https://t.co/4OwEEIRJbq",0,1
hasoc_english_302818,"18 Images You Won't Believe Exist On Google Maps #QAnon #Elections2018 #CorruptGovernment #GoogleIsCIA #ChildSexTrafficking #AmericaFirst #BuildTheWALL #ThesePeopleAreEVIL #NoDACA #GreatAwakening",0,1
hasoc_english_302819,"Fier op mijn jongste dochter! Woensdag maken we 5 jonge leeuwen voor A’pse verkiezingen bekend. #AntwerpenIsVanOns https://t.co/fZkG9CiVkh",1,0
hasoc_english_302820,"Stunning Video Shows Global Migration Flows Into The US | Zero Hedge https://t.co/na34HGupt8 Military attack will not work,bastards want to conquer USA with overwhelming 3rd world refugees...",1,0
hasoc_english_302821,"Signing of the agreement paves way to lifting of the ban and improve diplomacy between #Philippines and #Kuwait https://t.co/jsPM3HX03W #ucanews #voiceforthevoiceless #migrants #labor #domesticworker @ucanphilippines @jotorres @cbcpnews @RRD_Davao @bebotbello @DtiPhilippines https://t.co/NKislFTb5R",1,0
hasoc_english_302822,"Illegal Alien Heroin Dealer Has Been Charged 41 Times In 10 Years via @USIACrimeReportCan anyone explain to me why?#BuildTheWall #NoAmnesty #EndChainMigration #BanSanctuaryCities#EnforceUSLaws8 US Code 1325This FELON should never have been Free!",0,1
hasoc_english_302823,"#sendthemback if your children want a peacefull life, without rapists on every corner.#forza. #Italia ##NoMoreAfricans !!",0,1
hasoc_english_302824,"@realDonaldTrump Please visit today & help #BuildThatWall#RETWEET",0,1
hasoc_english_302825,"In Germany refugees can vote just for fun in separte electionplaces to learn to vote. Of course the vote is for nothing,in reality maybe too https://t.co/LZM1DlEVWi",0,1
hasoc_english_302826,"They must Votesk why should give boarder jumpers rights. That mean Zimbabwe will be legalising illegal immigrants. Elevations have been free and fair they must now go home and build their country  Zimbabwe is a free state. https://t.co/xFePwWbHjG",1,0
hasoc_english_302827,"SpainSocialdemocrat^^ Borrell‘žMerkel has saved the honor of Europe opening the borders“And wants Germany and Spain to take in migrants^^The Russian German girl killed by an illegal Tunisian surely thinks the same ðŸ¤®#OrganizedCrime#EU12pentagram ðŸ’©https://t.co/nFdKONBbkH",0,1
hasoc_english_302828,"Australia is younger and better off: RBA governor defends immigration rate https://t.co/ixf5lFsVeB via @canberratimes",1,0
hasoc_english_302829,"A #multibillion-dollarcriminalnetwork is being fueled by inadequate refugee policies, experts say... https://t.co/yzbKcYGlQX https://t.co/rV0b5bVUEL",0,1
hasoc_english_302830,"@DailyMailUK Time to leave the uk commonwealth and Europe that would end immigration people do not want more refugees enough is enough",0,1
hasoc_english_302831,"200.000 foreigners wait to come to foolish Germany to stay in familiywelfare. 34.000 have made a paper to the goverment. But only 1000 will allowed to come, says the law. Germany will destroyed by all kind of refugees and the goverment do less. https://t.co/5IhvGBvb0b",0,1
hasoc_english_302832,"Boat carrying undocumented migrants sinks off N.Cyprus https://t.co/6phkzu6evh",1,0
hasoc_english_302833,"#Refugees are like you and me. They want many of the same things we all do, like safety for their families and a promising future for their kids.Learn more about refugees by downloading our free e-book "8 Things You Should Know About Refugees." âž https://t.co/7FgO8dFr2e https://t.co/a2S4IfXsg7",1,0
hasoc_english_302834,"People of color in the US declaring that immigration should be called on other people of color is just so... Sigh. https://t.co/QHgPItunno",1,0
hasoc_english_302835,"@WillBlackWriter The increase of gun ownership has led to an overall decrease in homicides. And increasing intolerance towards who? People smugglers? Drug cartel members? People who cheat the system essentially flip the bird to legal immigrants waiting in",0,1
hasoc_english_302836,"224 illegal migrants held in western Turkey https://t.co/UpO4jCfBw1",1,0
hasoc_english_302837,"Great idea! BUT: Frequent flyer miles can be incredibly expensive to donate (almost as expensive as the tickets themselves). Would @AmericanAir, @united, @SouthwestAir, @JetBlue, @Delta, &amp; @VirginAmerica agree to waive fees for donating miles for immigrant reunification efforts? https://t.co/NPNLZyMxiw",1,0
hasoc_english_302838,"#nonSense we do not want this in US. #MuslimBan no people from these countries should be allowed without proper vetting. It is really scary imagine #ShariaLaw#EndDiversity#EndChainMigration",0,1
hasoc_english_302839,"Dem Party has gone insane. Their new position is that it's immoral to restrict any kind of immigration, from any country, in any amount, for any reason... https://t.co/RSikABLUsG",1,0
hasoc_english_302840,"Lawyers Defending Immigrant Children In Detention Are Relying On A Court Case From The 1980s https://t.co/LnjALbatzK https://t.co/g29r8RzKCm",1,0
hasoc_english_302841,"Murdered by an illegal immigrant. https://t.co/m4Zs48aU5X",0,1
hasoc_english_302842,"The immigrants that "built this country" are already citizens.They are not the ones crossing the border today.",1,0
hasoc_english_302843,"#NRC Assam Govt must initiate immediate action 2 cancel Voting id cards &amp; Aadhaar cards of the identified illegal migrants Let "commited" political dogs bark any length &amp; as loud as they can Nation must remain firm on its security concerns",1,0
hasoc_english_302844,"VIDEO-Hey #DemocRats didnt Protest when Obama Separated 90,000 Migrant Kids! Criminals in the U.S are separated from their kids when they go to Prison Every Day in the U.S  Where is the Protest ! FAKE #FamiliesBelongTogetherMarch #Trump #MAGA #RedNationRising #immigration2018 https://t.co/jcEvrfSVcz",1,0
hasoc_english_302845,"Germany to hold migrants in detention centres on Austria border https://t.co/dZ2LCLwhqR",0,1
hasoc_english_302846,"We need to change who controls refugees coming in to Idaho.  Get involved--don't just read and share emails. https://t.co/Q73ykK344I",1,0
hasoc_english_302847,"Are you wondering what you can do to make a tangible difference in the lives of refugees? Watch this video to learn how you can rally the support of your friends and family and help refugees rebuild their lives, and then join the campaign! âž https://t.co/QzFjSqWwJ8 https://t.co/d6jHQ9sNQq",1,0
hasoc_english_302848,"@HouseGOP @SenateGOP @SpeakerRyan @GOP @GOPLeader @SenateMajLdr better NOT take #AugustRecess until No #IllegalAliens are released! #NoAmnesty 4 #DACA #BuildTheWall #ZeroTolerance #SendThemBack  #DeportThemAll do it or u r #TheSwamp #DrainTheSwamp @FoxNew",0,1
hasoc_english_302849,"Broward County Prison for Profit on premo Real Estate the Intracoastal Waterway is being PROTESTED. Who's profitings besides @marcorubio &amp;  @jeffsessions  https://t.co/oPg5ldqFVS",1,0
hasoc_english_302850,"@simplecotton11 RT @realDonaldTrump Sanctuary Cities are against the Law. Please shut them down & arrest/prosecute all criminal Governors & Mayors. #USA #Americans #America #Constitution #EndSanctuaryCities #EndDACA #AmericaFirst #MAGA #Congress @GOP @Jim",0,1
hasoc_english_302851,"@narendramodi The Assamese laws on immigration were made during emergency and are malafide, they should not be applied",1,0
hasoc_english_302852,"Unless you happen to be one of the thousands of white girls that has been raped by Muslim grooming gangs in places such as #Rotherham You are so out of touch Daniel, you don't realise how #immigration has affected white working class people in #Britainhttps://t.co/eoOdB7mEmV",0,1
hasoc_english_302853,"I really sympathise for the kid at @RepErikPaulsen DC office who answered my call. I asked him how he feels about governement approved murder and sexual trafficking of detained immigrant children. He told me he feels awful but the congressman has no new comment. @IndivisibleMN03",1,0
hasoc_english_302854,"@TheEconomist To come back should really not easy for refugees of Syria. Nobody need more eaters.",0,1
hasoc_english_302855,"@ChurenceRogers @JustinTrudeau Building that infrastructure to give to the third world:1. Let in millions of immigrants, forcing up property prices so homes and children are unaffordable2. Raise taxes to fund healthcare, housing, and schools for said immi",1,0
hasoc_english_302856,"@daily_politics I support the SNP not on migration be warned that Sturgeon does not have the the finger on the pulse and feeling of Scots",1,0
hasoc_english_302857,"wow, being an immigrant and a student is really like being double penetrated by life",1,0
hasoc_english_302858,"The separation of powers is as American as apple pie (which is not American in origin lolol). However, all this anti-immigrant attitude that hides behind nationalism is pretty American in nature considering USA has always put laws against immigrant pops. since early 1800s. https://t.co/yXsUZ6ZUyD",1,0
hasoc_english_302859,"Interesting read about how an immigrant family tried to put their lives back together after being reunited.... https://t.co/Py5MtQlHGr",1,0
hasoc_english_302860,"@harvey_cottrell #PatriotsUnite this gentleman needs a few facts to maybe change his mind. #BuildThatWall What did Obama do to stop this? Not a Damon thing. Do you know let these immigrants in is Bill Clinton. So do your research. Parents jeopardized thei",0,1
hasoc_english_302861,"@abhishekbehl @htTweets @gurgaonpolice @HTGurgaon Such crimes must attract severest punishment,say Min Jail term of 25Y.If they r illegal migrants,force them to leave the Country immediately",0,1
hasoc_english_302862,"Then I guess the only recourse we have is to deport them to Russia. I’m sure a nice immigrant family can fill their home once they are gone. https://t.co/1nKgGBjTlX",0,1
hasoc_english_302863,"Should have let the Libyan Manchester bomber rot in his own country. How many more mass murderers did the Royal Navy import to Britain? How many more terrorists do the NGO's rescue from international waters? #RefugeesNotWelcome",0,1
hasoc_english_302864,"Checkout this cool video review that features our picture book Irving Berlin: The Immigrant Boy Who Made America Sing. https://t.co/eJ82ILIbS5 @nchurnin",1,0
hasoc_english_302865,"UNHCRðŸ‘‰2016 total of 181436 migrants crossed Med to Italy.90334 never requested asylum, vanished. Italians refer to this as “clandestini.”#V4 Report refers to it as “hogwash”.#Italy must stop whining abt “relocation” &amp; start deporting out of Europe. #Visegrad will help deport https://t.co/zVn4PrlJON",0,1
hasoc_english_302866,"#closetheborders for #IllegalImmigrants Do it now. It might already be too late!We don’t want more #nogozones in Europe.We don’t want more freeloaders and #mosques.We don’t want #sharialaws and #burqa’a in our cities and on our streets. https://t.co/mb14K2LgFD",0,1
hasoc_english_302867,"So no the US immigration system is not generous at all. And there is nothing noble or easy for “those who come here the right way” oh and fuck you because asylum IS legal immigration!",0,1
hasoc_english_302868,"@VICELAND #1 illegal aliens, millions of EWI people robbing, maiming, killing our citizens, taking our jobs, fleecing our taxpayers.#votered@realDonaldTrump @RealJamesWoods @RealCandaceO @GOP #AmericaisforAmericans#legalvettedimmigrationonly#boycottvicela",0,1
hasoc_english_302869,"Hundreds of Syrian refugees return home from Lebanon https://t.co/0oj6s72uIB https://t.co/hndZAXNvAh",1,0
hasoc_english_302870,"@WABLHat KINDLY ASKS ALL PATRIOTS TO CALL DC. REPS. AND TELL THEM FUND THE WALLL #BuildThatWall #angelfamilies #Deplorables #ICE #usa #vets #KAG #MAGA #Americafirst #TrumpTrain2020 #BORDER #Winning #bigleague #LiberalismIsAMentalDisorder #Trump",0,1
hasoc_english_302871,"Want to read about the opposite of Ortasio-Cortez?  Meet  Elizabeth Heng—she is a young Asian immigrant with a deep love of this country running for office in CA!  Go vote!!  Retweet please!   https://t.co/Q2ROObyM4Z via @powerlineUS",1,0
hasoc_english_302872,"More Migrants from Terrorist Nation Enter Texas Via Mexico This Week via @JudicialWatch #BuildThatWall",0,1
hasoc_english_302873,"Why is this individual who evidently hates America on US soil, @POTUS @realDonaldTrump @DHSgov @ICEgov  #ExtremVetting #EndVisaLottery #NoMoreRefugees #NoAmnesty #NoDACA #EndCatchAndRelease #BuildTheWall  #NoMoreNonRepresentatives  #NOMoreDemocrats  #WalkAway https://t.co/uYREGliwib",0,1
hasoc_english_302874,".#Remove #SANCTUARYcities #remove those so called #JUDGES #Remove those so called #MAYORS#remove so called #GOVERNORS #remove so called illegals that call themselves legal undocumented is stillIllegal And @DNC @GOP #BuildThatWall .",0,1
hasoc_english_302875,"@BJPRajnathSingh India is perhaps the only Devlp Country,where there is no control on influx of illegal migrants or people with expired VISA",1,0
hasoc_english_302876,"Supreme Court Backs Trump onÂ Immigration https://t.co/2p3r0TrDU4 https://t.co/A8R4WRYa8g",1,0
hasoc_english_302877,"Cory Booker is Lost in the sauce. You and Bill Maher want a FAILED economy, Ms-13 gangs, Criminal immigrants Mexicans, Drugs to support your lifestyle, &amp; No security, No safety, Illegal Criminals, &amp; open borders. This Loser is another Jv-obama. @foxandfriends @LouDobbs @DLoesch",0,1
hasoc_english_302878,"ANTONIO SABATO JR: I’M AN IMMIGRANT AND I SUPPORT TRUMP’S WALL  ..  Watch full video here: https://t.co/1Ap9wGQQBW @DailyCaller @AntonioSabatoJr  @realDonaldTrump @DonaldJTrumpJr  @FAIRImmigration #BuildTheWall #Borderwall #Immigration #AmericaFirst https://t.co/thRPRptOEw",1,0
hasoc_english_302879,"US Govt is one big crime scene, ie, WH, DHS, HHS, EPA, etc. — while ongoing conspiracy against the State continues unabated. Kidnapping immigrant children, illegal arrest &amp; imprisonment of immigrants, theft of federal funds for Nazi rallies, violating emoluments clause, tax scam. https://t.co/RFOCUas9CX",1,0
hasoc_english_302880,"Anyone know who to #BuildThatWall?Lets meet down tere and get started before the flood reaches us.#MAGA2018If you dont vote Republican, your a damn communist, baby killing snowflake.",0,1
hasoc_english_302881,"If syrian refugees want to sue Germany because of delays go a head who is to say they would be given Asylum anyway ungratful and sad",0,1
hasoc_english_302882,"Professor @HGundavaram, co-director of NUSL's Immigrant Justice Clinic, weighs in on the Abolish ICE movement for The @CSMonitor. https://t.co/0QV100wKeA",1,0
hasoc_english_302883,"It will be such a shame to see @IndianFootball qualifying for any tournament (including WC) with the help of immigrants. I can't even imagine 11 Africans/Whites representing India and me cheering them on. Both @paulpogba's brother plays for Guinea national team. Plain crazy!",0,1
hasoc_english_302884,"The monetary costs will run into the billions for Trudeaus illegal immigrant crisis. Non-monetary costs?? https://t.co/6CgS69Ff96",1,0
hasoc_english_302885,"@TheScotsman Just do not get the Episcopalian Church row as the Cofs are collecting food, clothes and Money for Islamic refugees DOH",0,1
hasoc_english_302886,"Owning land and buildings where immigrant detention centers operate is a business worth billions of dollars https://t.co/zk3O04fv0R @ExpressNews #Texas #txlege #Immigration https://t.co/gXmhTLwSsL",1,0
hasoc_english_302887,"Big thank you to Irene &amp; Ken Brasington for their generous donation to last week’s fundraiser Immigrant Families Together which won them this post! 💕 https://t.co/t61l4Bxnbt",1,0
hasoc_english_302888,"Hundreds expected at latest mass protest against Serco eviction of refugees https://t.co/NYNlJybX6R",1,0
hasoc_english_302889,"https://t.co/PInpOkCw19 Leidse jihadist Reda N. twee weken langer vast NO ISS NO TURKS no MOROCCANS no ISLAM borders close refugees are not welcome IN Europe EU NO MERKEL NO Cabinet RUTTE111 (King Alexander country verrarder (Zaid stays black) no animal suffering (fuck Sylvana)",0,1
hasoc_english_302890,"AAP wins 5 MCD seats.Mad Keji win is based on 3 principles.Encourage appeasement,encroachment,illegal migrants,Jhughi clusters&amp;win",1,0
hasoc_english_302891,"Trump taps vocal anti-illegal immigration advocate for State Dept's top refugee job https://t.co/XBr88gVknc          Great news !",1,0
hasoc_english_302892,"@SenSherrodBrown As your constituent, I call on you to urge the administration to #welcome75k. Our community is ready to welcome refugees &amp; we need you to stand up against cuts.  Refugees benefit our communities, especially here in Ohio.",1,0
hasoc_english_302893,"@Jerusalem_Post All refugees must send back home, without any consequences.",0,1
hasoc_english_302894,"We VOTED 4 #BuildThatWall, #LimitedImmigration so it would NOT hurt the American worker, we voted so terrorists could not walk across our Southern border. WHY are @TheDemocrats AGAINST STRONGER IMMIGRATION RULES? VOTE 4 #MAGA & #KAG2018 #KAG2020 Thank U Jim, WE STAND WITH U!",0,1
hasoc_english_302895,"Finland's president says illegal immigrants are exploiting Europe "borders should be closed" - Free Speech Time - https://t.co/P3cxA0pqcC @ISupport_Israel",0,1
hasoc_english_302896,"@AfrikParliament @YouTube Fantastic. 2019 is a year for refugees, returnees and internally displaced person. We hope to see similar collaborative initiative on the theme",1,0
hasoc_english_302897,"#Migrant and refugee arrival rates in Spain have increased 50% this year. More than 1.600 people arrived just in June, counting the 629 that arrived yesterday with the #Aquarius.",1,0
hasoc_english_302898,"Italy: Holidaymakers and locals help rescue 56 migrants who arrive by boat https://t.co/RMDQnT8Zlq",1,0
hasoc_english_302899,"#UK refugee's major maths award stolen https://t.co/u3UV6275Pv",1,0
hasoc_english_302900,"BBC withdraws 'biased' educational film about immigration https://t.co/ljvNkEEhg3 via @MailOnline",1,0
hasoc_english_302901,"If new plan Pres Trump &amp; Steven Miller working on becomes law, be assured illegal immigrants will think twice b4 crossing over US border.  Government assistance is going to be very difficult to get. Looks like free organizations-churches who want them will have to support them. https://t.co/9mV18DEq4R",0,1
hasoc_english_302902,"Nazi sympathizing congressman Steve King wants to replace immigrant labor with "thousands" of children under 16. #MakeChildrenWorkAgain https://t.co/aP3NszcAFk",1,0
hasoc_english_302903,"How Europe’s panic over migration and terrorism is a big opportunity for Africa https://t.co/fOOJhOHC0v",0,1
hasoc_english_302904,"@SenSchumer @NancyPelosi Open Border Extremisst will only Aid Mexican Cartel making 550 Million a year and abandoning migrant children in the desert #BuildTheWall #Trump #MAGA https://t.co/EkVKYz6fW7",1,0
hasoc_english_302905,"But a small state, low welfare, controlled immigration, right leaning free market capitalist Scotland OUT the EU, with a pro-UK trade &amp; shared national security approach WOULD appeal to me. But thats not, has not &amp; will NEVER be on the table.So it's a resounding NAW for now. https://t.co/kGD7BEXT8y",1,0
hasoc_english_302906,"USA Portland Maine, Freddy Akoa murdered with his Bible next to him.  3 Muslim immigrants from Somalia have been... http://t.co/2vqsvxme91",1,0
hasoc_english_302907,"This is what Trump supporters call humane smh https://t.co/Upr9Ji02JR",1,0
hasoc_english_302908,"The Latest: Hungary passes tax against support for migration https://t.co/pu93fnGYw1",1,0
hasoc_english_302909,"Tearing Down the Walls panel discuss immigration policies and immigrant stories edanielkahn @Samideque @ Museum of Jewish Heritage - A Living Memorial to the Holocaust https://t.co/HLnVbb9UID",1,0
hasoc_english_302910,"Same here, #WalkAway from criminals who hate us and our nation @potus @realDonaldTrump #BuildTheWall #LockThemUp #EndDACA now !!!!!!!!!!!",0,1
hasoc_english_302911,"@foxnation @StumpforTrump - hey @SpeakerRyan @SenateMajLdr @SenateGOP we the people still insist on the WALL & #endDACA #endillegalimmigration & stop low wage programs & #supportEverify!!!!",0,1
hasoc_english_302912,"Watch: Germany embraces the Sharia and allow refugees to marry child - Free Speech Time - https://t.co/AOOZWTF12m @ISupport_Israel",0,1
hasoc_english_302913,"@PaulineHansonOz Farmers must unite &amp; start having massive protest marches in Canberra with other sectors of the community joining them. Australians first not migrants first or other countries first. Also march and gather around biased MSM premises an",0,1
hasoc_english_302914,"Our latest story about Chicago's shelters for immigrant children -- with important, disturbing new information --  is now up in Spanish. And you can read it here in English, too:  https://t.co/QjllmUkzri   https://t.co/J80c0qqkBU",1,0
hasoc_english_302915,"Its forbidden to follow Soros in Hungary the parliament decides there. All foreign NGOs have to go out of Hungary otherwise the can go for 1 year into prison.This is the first step to hold indenpendce from  these people, which like to destroy Europe by refugees, Orban says. https://t.co/r2vhopx0WA",1,0
hasoc_english_302916,"These are kids, their little minds not made to grasp the diabolic forces at work using them as props. Thank God it's all going to end soon. https://t.co/77EJQOIvK8",1,0
hasoc_english_302917,"Trump administration moves to end court settlement on immigrant child detention - CNNPolitics https://t.co/uQ8mjLdltE   This action would gut the basic protections and standards in place to protect kids from harm. #ProtectFloresSettlement #BestInterestOfTheChild https://t.co/Nha8aa8tXQ",1,0
hasoc_english_302918,"Marchionne's hometown proud of ailing former Fiat Chrysler CEO https://t.co/OUpnK1wQK2",1,0
hasoc_english_302919,"Norway: Migrant Quality, not Quantity...."Based on the idea that the WELFARE STATE has limited resources 1) immigration must be limited."https://t.co/TguMByMDN6",0,1
hasoc_english_302920,"In Germany gayrefugees get a special invitation for housing together. https://t.co/jqMOQXW1R0",0,1
hasoc_english_302921,"De Facto Travel Restrictions Now Exist For Americans https://t.co/RWsqEaflSe",1,0
hasoc_english_302922,"Pew study: Rest of the world takes in more refugees than US for first time https://t.co/b3uEr6G8Ze https://t.co/iT43iQXzp8",1,0
hasoc_english_302923,"@IvisonJ He means ILLEGAL migration and he needs to send them back and they can come LEGALLY",1,0
hasoc_english_302924,"Where Europe’s migrants are https://t.co/NAMa1Sfd3q",1,0
hasoc_english_302925,"Laylah, a Syrian refugee and member of our Hope Workshop, used to bring her daughter Jenan with her while sewing at CRP. But at our new childcare center, Jenan has a safe place to play while her mom earns extra income. Support our childcare center here: https://t.co/wkqo4dB54a https://t.co/7mWO5BNdoM",1,0
hasoc_english_302926,"A fascinating story of fevered, dehumanizing anti-immigrant sentiment - against German-Americans during WWI   https://t.co/H7IzwcVC2t",1,0
hasoc_english_302927,"@BaconJoel @JxhnBinder @AnnCoulter @realDonaldTrump Dumb f**k! Not a single illegal voted for the guy who will #BuildThatWall!",0,1
hasoc_english_302928,"UNTIL 11:59pm PDT TONIGHT âž Sign up to help refugees rebuild their lives and we'll give you a free, premium, made to order, fair trade t-shirt courtesy of @Sevenly. âž https://t.co/QzFjSqWwJ8 // (limited to those living in the U.S. 18 &amp; older) https://t.co/umcNOpMUFC",1,0
hasoc_english_302929,"#POTUS45 #Trump #Illegals 5.7 Million NON-CITIZENS#IllegalAlien MURDER#MollieTibbetts #BuildTheWall#IllegalAliens#NoDACA#DeportThemAll#DrainTheSwamp #VoterID #ICE#IllegalImmigration#AmericaFirst#MAGA #KAG#KatesWall#FundTheWall #AngelFamilies",0,1
hasoc_english_302930,"#SanDiego #SanctuaryState #Immigrants #UnDocumented #ICE#California #Democrats have chosen 1. Criminals over the #safety of the people; and... https://t.co/ej5hjCdFci",1,0
hasoc_english_302931,"@cindywho521 @TonyPaul45 Yup I want #TonyPaul to song at The "BIG BAD DON #TRUMP" #RALLY IN #TEXAS..WITH #TEDCRUZ WHO IS THE SHARPEST MEANEST FAIREST LEGAL MIND AND #SENATOR IN THE #GOP #OCTOBER MAKE YUR RESERVATIONS, #RV SPOTS PLANE TICKETS 118,000 SEAT",0,1
hasoc_english_302932,"Money transfers to Ukraine from labor migrants grow 30%, to US$4.5 bln in Jan-May https://t.co/86jFzXDCfy https://t.co/fAnw9XUODy",1,0
hasoc_english_302933,"Glasgow 'blindsided' as destitute refugees face mass evictions https://t.co/ocE1geJlp8",1,0
hasoc_english_302934,"Bewildered by EU leaders' various plans for preventing more migrant and refugee boat arrivals &amp; where to send them? Here's a helpful overview https://t.co/goKiKwJmD0 https://t.co/33Bw4HBNys",1,0
hasoc_english_302935,"https://t.co/lCdJd1ClW2 One saw violent migrant rampage in #Spain.Border guards take great risks to protect Europeans &amp; need full support, not vile smears from open-border agitators @AmnestySlovenia who are engaged in campaign to unjustly slander guards in #Slovenia. #Visegrad https://t.co/PrY6mkZL3b",0,1
hasoc_english_302936,"Vive la #France! And a lot of other nations too, as migrant sons lift #FIFA‘‰#WorldCup2018 #UnitedNations https://t.co/dhIwHkXRHK https://t.co/joJONdGbTd",1,0
